,AC Fraction,BA Fraction,BC Fraction,BF Fraction,BH Fraction,BL Fraction,BO Fraction,BP Fraction,BT Fraction,BU Fraction,BV Fraction,BY Fraction,CC Fraction,CD Fraction,CG Fraction,CH Fraction,CS Fraction,Concentration,Contamination?,DF Fraction,DL Fraction,DP Fraction,EL Fraction,ER Fraction,FP Fraction,Media,OD,PC Fraction,PJ Fraction,Passage,RI Fraction,Rep,Total,Treatment,corrected OD
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LowReads,0,0,0,0,0,0,Inulin,0.4043,0,0,3,0,1,34,COMM10<CS,2.0215
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LowReads,0,0,0,0,0,0,Inulin,0.3,0,0,3,0,1,18,COMM10<EL,1.5
274,0,0,0,0,0,0,0,0,0.089552239,0,0,0,0,0,0,0,0,10,LowReads,0,0,0,0.910447761,0,0,Inulin,0.0449,0,0,3,0,1,233,blank,0.2245
275,0.001486364,0,0,0,0.010727672,0,0,0,0.014928267,0,0.001357115,0,0,0,0,0,0.006010081,10,No,0,0.00071087,0.800439447,0.162272199,0,0,No carb,0.1132,0,0.002067985,3,0,1,15486,COMM10<CS,0.566
276,0.581044371,0,0,0,0,0,0,0.019846061,0.053274977,0,0,0,0,0,0,0,0.005961364,10,No,0,0.232719589,0.103456082,0.003697555,0,0,Inulin Mono,0.5294,0,0,3,0,1,13311,COMM10<CS,2.647
277,0.551502676,0,0,0,0.001976122,0,0,0.046768217,0.096253602,0,0,0,0,0,0,0,0.002223137,10,No,0,0.222478386,0.072622478,0.006175381,0,0,Inulin Mono,0.5655,0,0,3,0,1,12171,COMM10<EL,2.8275
278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LowReads,0,0,0,0,0,0,Inulin Mono,0.0419,0,0,3,0,1,45,blank,0.2095
279,0,0,0,0,0.005343644,0,0,0,0.003823095,0,0.001650882,0,0,0,0,0,0.010079069,10,No,0,0,0.694630289,0.283604136,0,0,No carb,0.1082,0,0.000868885,3,0,1,23027,COMM10<EL,0.541
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LowReads,0,0,0,0,0,0,Inulin,0.417,0,0,3,0,2,18,COMM10<CS,2.085
281,0.02461484,0,0,0,0.027448203,0,0,0.028687799,0.121126262,0,0.051177616,0,0,0,0,0,0,10,No,0,0.358597485,0.371701789,0.016646007,0,0,Inulin,0.3507,0,0,3,0,2,5703,COMM10<EL,1.7535
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LowReads,0,0,0,0,0,0,Inulin,0.048,0,0,3,0,2,17,blank,0.24
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LowReads,0,0,0,0,0,0,No carb,0.0701,0,0,3,0,2,22,COMM10<CS,0.3505
284,0.288722508,0,0,0,0,0,0,0.127281235,0.019419747,0,0,0,0,0,0,0,0.019185774,10,No,0,0.11862424,0.420449228,0.006317267,0,0,Inulin Mono,0.4092,0,0,3,0,2,4304,COMM10<CS,2.046
285,0.132861745,0,0,0,0.001190643,0,0,0.17159266,0.180627539,0,0,0,0,0,0,0,0.00609329,10,No,0,0.091609469,0.381986273,0.034038381,0,0,Inulin Mono,0.3524,0,0,3,0,2,14319,COMM10<EL,1.762
286,0,0,0,0,0.116109189,0,0.062283737,0,0.063244906,0.07881584,0.023772908,0,0,0,0,0.04434192,0,10,No,0,0,0.151416122,0.007176727,0.141227733,0.120466487,Inulin Mono,0.0422,0.159682174,0,3,0,2,15701,blank,0.211
287,0,0,0,0,0.006969954,0,0,0,0.005510031,0,0.002260526,0,0,0,0,0,0.011114251,10,No,0,0,0.705802016,0.266365263,0,0,No carb,0.1198,0,0.00197796,3,0,2,21259,COMM10<EL,0.599
288,0.054171019,0,0,0,0.152365319,0,0,0.042530966,0.08192807,0,0.120579018,0,0,0,0,0,0,10,No,0,0.253991942,0.25593195,0.038501716,0,0,Inulin,0.4169,0,0,4,0,0,6723,COMM10<PJ,2.0845
289,0.166783955,0,0,0,0.076002815,0,0,0.002111189,0.025334272,0,0.074876847,0,0,0,0,0,0,10,No,0,0.349190711,0.232934553,0.072765658,0,0,Inulin,0.4288,0,0,4,0,0,7113,COMM10<BV,2.144
290,0.115686275,0,0,0,0.032620321,0,0,0.228520499,0.085918004,0,0.022816399,0,0,0,0,0,0,10,No,0,0.160427807,0.337433155,0.01657754,0,0,Inulin,0.2983,0,0,4,0,0,5630,COMM10<AC,1.4915
291,0,0,0,0,0.002898185,0,0,0,0.00327621,0,0,0,0,0,0,0,0.002268145,10,No,0,0,0.945438508,0.046118952,0,0,No carb,0.0706,0,0,4,0,0,7955,COMM10<PJ,0.353
292,0.57508161,0,0,0,0,0,0,0.061371055,0.030032644,0,0,0,0,0,0,0,0,10,No,0,0.258106638,0.072796518,0.002611534,0,0,Inulin Mono,0.522,0,0,4,0,0,9234,COMM10<PJ,2.61
293,0.108350485,0,0,0,0,0,0,0.209497207,0.427374302,0,0,0,0,0,0,0,0,10,No,0,0.012496325,0.206556895,0.035724787,0,0,Inulin Mono,0.5085,0,0,4,0,0,6825,COMM10<BV,2.5425
294,0.02346076,0,0,0,0,0,0,0.053114207,0.021198047,0,0,0,0,0,0,0,0,10,No,0,0.820650232,0.07848041,0.003096344,0,0,Inulin Mono,0.869,0,0,4,0,0,8404,COMM10<AC,4.345
295,0,0.016763553,0,0,0.043666351,0.043395971,0,0.064350412,0.008381776,0,0,0,0,0,0,0,0.002433419,10,No,0,0,0.662565905,0.158442612,0,0,No carb,0.1091,0,0,4,0,0,7428,COMM10<BV,0.5455
296,0.211614731,0,0,0,0.047780925,0,0,0.009726157,0.018508026,0,0.004060434,0,0,0,0,0,0,10,No,0,0.473371105,0.194239849,0.040698772,0,0,Inulin,0.4475,0,0,4,0,1,10631,COMM10<PJ,2.2375
297,0.176969469,0,0,0,0.049472296,0,0,0.001884659,0.025065963,0,0.048624199,0,0,0,0,0,0,10,No,0,0.424990577,0.216830004,0.056162835,0,0,Inulin,0.424,0,0,4,0,1,10635,COMM10<BV,2.12
298,0.226514759,0,0,0,0.009218022,0,0,0.024029001,0.023303988,0,0.003210772,0,0,0,0,0,0,10,No,0,0.465872605,0.213671673,0.034179182,0,0,Inulin,0.4123,0,0,4,0,1,9685,COMM10<AC,2.0615
299,0,0,0,0,0.006218905,0,0,0,0.003061615,0,0,0,0,0,0,0,0.002487562,10,No,0,0,0.943455798,0.043436663,0,0,No carb,0.0704,0,0.001339457,4,0,1,10473,COMM10<PJ,0.352
300,0.309472233,0,0,0,0,0,0,0.007680189,0.152225286,0,0,0,0,0,0,0,0.014868058,10,No,0,0.509846396,0.002264671,0.003643167,0,0,Inulin Mono,0.5519,0,0,4,0,1,10204,COMM10<PJ,2.7595
301,0.028133189,0,0.090719901,0,0,0,0,0.14058887,0.009788808,0,0,0,0,0,0,0,0,10,Yes,0,0.638893171,0,0.001156158,0,0,Inulin Mono,0.3395,0,0,4,0,1,11829,COMM10<BV,1.6975
302,0.00588135,0,0.197920218,0,0,0,0,0.457978179,0.001363791,0,0,0,0,0,0,0,0,10,Yes,0,0.020712581,0.118223662,0,0,0,Inulin Mono,0.3452,0,0,4,0,1,9461,COMM10<AC,1.726
303,0.001950982,0.055481039,0,0,0.008169735,0.023289843,0,0.140226802,0.002560663,0,0,0,0,0,0,0,0.003048409,10,No,0,0,0.628094135,0.137178393,0,0,No carb,0.0963,0,0,4,0,1,8241,COMM10<BV,0.4815
304,0.318573819,0,0.001222809,0,0.00585661,0,0,0.097438538,0.018921354,0,0.005534818,0,0,0,0,0,0.000836659,10,No,0,0.310400309,0.231883125,0.008109152,0,0,Inulin,0.3351,0,0,4,0,2,15559,COMM10<PJ,1.6755
305,0.081226318,0,0.032311402,0,0.036031691,0,0,0.006544953,0.037133999,0,0.042301068,0,0,0,0,0,0,10,Yes,0,0.413434378,0.269514296,0.049190493,0,0,Inulin,0.3887,0,0,4,0,2,14070,COMM10<BV,1.9435
306,0.146439479,0,0.076595403,0,0.004822376,0,0,0.101832503,0.02001286,0,0.000964475,0,0,0,0,0,0.000964475,10,Yes,0,0.382816267,0.175454107,0.013502652,0,0,Inulin,0.337,0,0,4,0,2,11520,COMM10<AC,1.685
307,0,0,0.00142557,0,0.004426771,0,0,0.00082533,0.004801921,0,0,0,0,0,0,0,0.003901561,10,No,0,0,0.93607443,0.047118848,0,0,No carb,0.0695,0,0,4,0,2,13339,COMM10<PJ,0.3475
308,0.100547038,0,0,0,0,0,0,0.013868557,0.096463518,0,0,0,0,0,0,0,0.001386856,10,No,0,0.783804607,0.002542569,0.001386856,0,0,Inulin Mono,0.3656,0,0,4,0,2,13009,COMM10<PJ,1.828
309,0.115091191,0,0.065204434,0,0,0,0,0.041840505,0.047562284,0,0,0,0,0,0,0,0,10,Yes,0,0.658302539,0.005483371,0.001311241,0,0,Inulin Mono,0.27,0,0,4,0,2,15741,COMM10<BV,1.35
310,0.003816794,0,0.004770992,0,0,0,0,0.673425573,0.024689885,0,0,0,0,0,0,0,0,10,No,0,0.283277672,0.005248092,0,0,0,Inulin Mono,0.3138,0,0,4,0,2,8373,COMM10<AC,1.569
311,0,0,0,0,0.011011236,0,0,0.002247191,0.003820225,0,0,0,0,0,0,0,0.00247191,10,No,0,0,0.838501873,0.141947566,0,0,No carb,0.1043,0,0,4,0,2,13385,COMM10<BV,0.5215
312,0.188156693,0,0,0,0.006909548,0,0,0.142245317,0.022042028,0,0.001256281,0,0,0,0,0,0,10,No,0,0.463967565,0.169084057,0.006338511,0,0,Inulin,0.3119,0,0,4,0,0,17587,COMM10<DP,1.5595
313,0.310613767,0,0.006510682,0,0.005222109,0,0,0.022312648,0.043336724,0,0.004611733,0,0,0,0,0,0.001220753,10,No,0,0.346422516,0.231468294,0.021770092,0,0,Inulin,0.3485,0,0,4,0,0,14681,COMM10<BT,1.7425
314,0.341049171,0,0,0,0.002739351,0,0,0.096699082,0.035680044,0,0.008012601,0,0,0,0,0,0.000890289,10,No,0,0.183125599,0.290371182,0.04143268,0,0,Inulin,0.2895,0,0,4,0,0,14631,COMM10<DL,1.4475
315,0,0,0.003380355,0,0.010076058,0,0,0,0.00533056,0,0,0,0,0,0,0,0.008255867,10,No,0,0,0.911785738,0.057791068,0,0,No carb,0.0686,0,0,4,0,0,15367,COMM10<DP,0.343
316,0.010757537,0,0,0,0,0,0,0.585351713,0.397577944,0,0,0,0,0,0,0,0,10,No,0,0,0.002383406,0.0039294,0,0,Inulin Mono,0.3126,0,0,4,0,0,15562,COMM10<DP,1.563
317,0.00330538,0,0.005019281,0,0,0,0,0.132154006,0.77511171,0,0,0,0,0,0,0,0,10,No,0,0.055885413,0.009487666,0.014017261,0,0,Inulin Mono,0.3359,0,0,4,0,0,16276,COMM10<BT,1.6795
318,0,0,0.009999107,0,0,0,0,0.140076779,0.820730292,0,0,0,0,0,0,0,0,10,No,0,0.001696277,0.013302384,0.004196054,0,0,Inulin Mono,0.3226,0,0,4,0,0,11113,COMM10<DL,1.613
319,0,0,0.120251286,0,0.02280372,0,0,0,0.005787495,0,0,0,0,0,0,0,0.002819549,10,Yes,0,0,0.593638702,0.134447962,0,0,No carb,0.1171,0,0,4,0,0,17818,COMM10<BT,0.5855
320,0.173434355,0,0,0,0.004380253,0,0,0.281579259,0.016455546,0,0.000710311,0,0,0,0,0,0,10,No,0,0.382857819,0.136971706,0.003610749,0,0,Inulin,0.3308,0,0,4,0,1,16944,COMM10<DP,1.654
321,0.308680053,0,0,0,0.004594952,0,0,0.114936741,0.033108831,0,0.002203059,0,0,0,0,0,0,10,No,0,0.319632404,0.207779946,0.009064015,0,0,Inulin,0.3189,0,0,4,0,1,15928,COMM10<BT,1.5945
322,0.262866242,0,0,0,0.00433121,0,0,0.048407643,0.022866242,0,0.004012739,0,0,0,0,0,0,10,No,0,0.495286624,0.154394904,0.007834395,0,0,Inulin,0.3406,0,0,4,0,1,15733,COMM10<DL,1.703
323,0,0,0,0,0.005761773,0,0,0,0.002880886,0,0,0,0,0,0,0,0.006315789,10,No,0,0.004432133,0.943379501,0.037229917,0,0,No carb,0.0703,0,0,4,0,1,18066,COMM10<DP,0.3515
324,0.442854488,0,0,0,0,0,0,0.097937186,0.115344112,0,0,0,0,0,0,0,0.030539553,10,No,0,0.304466332,0.004336245,0.004522084,0,0,Inulin Mono,0.5402,0,0,4,0,1,16206,COMM10<DP,2.701
325,0.216771703,0,0.007380912,0,0,0,0,0.011582354,0.721171862,0,0,0,0,0,0,0,0.001703287,10,No,0,0.01799807,0.00136263,0.014648271,0,0,Inulin Mono,0.5308,0,0,4,0,1,17515,COMM10<BT,2.654
326,0,0,0.043786982,0,0,0,0,0.22357002,0.675739645,0,0,0,0,0,0,0,0,10,Yes,0,0,0.008678501,0.00443787,0,0,Inulin Mono,0.2525,0,0,4,0,1,9732,COMM10<DL,1.2625
327,0,0,0.000590604,0,0.005744966,0,0,0,0.005637584,0,0,0,0,0,0,0,0.004456376,10,No,0,0,0.913879195,0.069100671,0,0,No carb,0.0749,0,0,4,0,1,18633,COMM10<BT,0.3745
328,0.165110539,0,0,0,0.002039064,0,0,0.283161623,0.020712599,0,0.001019532,0,0,0,0,0,0,10,No,0,0.366870573,0.158671389,0.002414681,0,0,Inulin,0.3393,0,0,4,0,2,18695,COMM10<DP,1.6965
329,0.385220028,0,0,0,0.005941697,0,0,0.090796559,0.057003157,0,0.011078789,0,0,0,0,0,0.001175961,10,No,0,0.212106208,0.228260197,0.008417404,0,0,Inulin,0.2978,0,0,4,0,2,16193,COMM10<BT,1.489
330,0.406501984,0,0,0,0.017406886,0,0,0.031102009,0.039677461,0,0.006015615,0,0,0,0,0,0,10,No,0,0.256111609,0.229873288,0.013311148,0,0,Inulin,0.2883,0,0,4,0,2,7820,COMM10<DL,1.4415
331,0,0,0.001103617,0,0.006989577,0,0,0,0.005211527,0,0,0,0,0,0,0,0.006928265,10,No,0,0,0.937339056,0.041324341,0,0,No carb,0.0707,0,0,4,0,2,16320,COMM10<DP,0.3535
332,0.381838957,0,0,0,0,0,0,0.006788547,0.098534749,0,0,0,0,0,0,0,0.021104987,10,No,0,0.487027826,0.002755747,0.001949187,0,0,Inulin Mono,0.586,0,0,4,0,2,14921,COMM10<DP,2.93
333,0.002364066,0,0.018307768,0,0,0,0,0.103579086,0.820275991,0,0,0,0,0,0,0,0,10,Yes,0,0.001209522,0.005222937,0.030732861,0,0,Inulin Mono,0.3337,0,0,4,0,2,17866,COMM10<BT,1.6685
334,0.001210037,0,0,0,0,0,0,0.055343268,0.765762323,0,0,0,0,0,0,0,0,10,No,0,0.156222137,0.012355114,0.00910712,0,0,Inulin Mono,0.2913,0,0,4,0,2,15731,COMM10<DL,1.4565
335,0,0,0,0,0.009151054,0,0,0,0.005441167,0,0,0,0,0,0,0,0.002844247,10,No,0,0,0.827737587,0.154825944,0,0,No carb,0.0934,0,0,4,0,2,16192,COMM10<BT,0.467
336,0.217127853,0,0,0,0.005604928,0,0,0.237073319,0.019137548,0,0.002272268,0,0,0,0,0,0.000605938,10,No,0,0.306453242,0.205463543,0.006261361,0,0,Inulin,0.4495,0,0,4,0,0,19878,COMM10<BH,2.2475
337,0.386127307,0,0,0,0.005349522,0,0,0.032397668,0.048205806,0,0.00619102,0,0,0,0,0,0,10,No,0,0.338702891,0.176474124,0.006551662,0,0,Inulin,0.4543,0,0,4,0,0,16679,COMM10<BP,2.2715
338,0.135872551,0,0,0,0.001709089,0,0,0.012818165,0.017884392,0,0.000854544,0,0,0,0,0,0,10,No,0,0.774278215,0.053164866,0.003418177,0,0,Inulin,0.5383,0,0,4,0,0,16412,COMM10<equal,2.6915
339,0,0,0.001403963,0,0.002375938,0,0,0,0.002807927,0,0,0,0,0,0,0,0.001889951,10,No,0,0,0.963820941,0.026297316,0,0,No carb,0.0665,0,0,4,0,0,18523,COMM10<BH,0.3325
340,0.145335872,0,0.000598314,0,0,0,0,0.003481099,0.0597226,0,0,0,0,0,0,0,0.004351373,10,No,0,0.78368235,0.001468589,0.00076149,0,0,Inulin Mono,0.4217,0,0,4,0,0,18414,COMM10<BH,2.1085
341,0.193901191,0,0.001131405,0,0,0,0,0.027423091,0.117342816,0,0,0,0,0,0,0,0,10,No,0,0.65012661,0.007973708,0.000969775,0,0,Inulin Mono,0.2051,0,0,4,0,0,18623,COMM10<BP,1.0255
342,0.124916633,0,0.003267974,0,0,0,0,0.005135387,0.030812325,0,0,0,0,0,0,0,0.006736028,10,No,0,0.821595305,0.001467254,0.00280112,0,0,Inulin Mono,0.5776,0,0,4,0,0,14972,COMM10<equal,2.888
343,0,0,0,0,0.012850259,0,0,0.007852936,0.003153073,0,0,0,0,0,0,0,0.003391041,10,No,0,0.003034089,0.578202154,0.390802546,0,0,No carb,0.1136,0,0.000713903,4,0,0,16832,COMM10<BP,0.568
344,0.162995878,0,0.000708398,0,0.035355487,0,0,0.079018547,0.02498712,0,0.011785162,0,0,0,0,0,0,10,No,0,0.399149923,0.248647604,0.036643483,0,0,Inulin,0.3303,0,0,4,0,1,15560,COMM10<BH,1.6515
345,0.342470192,0,0,0,0.002786418,0,0,0.103551063,0.063115604,0,0.009849663,0,0,0,0,0,0,10,No,0,0.273587351,0.195114049,0.009525661,0,0,Inulin,0.2337,0,0,4,0,1,15508,COMM10<BP,1.1685
346,0.475942655,0,0,0,0.007462687,0,0,0.064021995,0.067360566,0,0.003436764,0,0,0,0,0,0,10,No,0,0.214846819,0.162902592,0.004025923,0,0,Inulin,0.2676,0,0,4,0,1,10211,COMM10<equal,1.338
347,0.000729217,0,0.001093826,0,0.004922217,0,0,0,0.002430724,0,0,0,0,0,0,0,0.002126884,10,No,0,0.001336898,0.953816237,0.03245017,0,0,No carb,0.0663,0,0,4,0,1,16455,COMM10<BH,0.3315
348,0.401067141,0,0,0,0,0,0,0.015414258,0.074922188,0,0,0,0,0,0,0,0.020749963,10,No,0,0.465466133,0.001630354,0.020749963,0,0,Inulin Mono,0.5526,0,0,4,0,1,13523,COMM10<BH,2.763
349,0.191456511,0,0.000965003,0,0,0,0,0.008106022,0.040144107,0,0,0,0,0,0,0,0.003602676,10,No,0,0.75128667,0.002251673,0.001222337,0,0,Inulin Mono,0.978,0,0,4,0,1,15560,COMM10<BP,4.89
350,0.273605555,0,0.002943618,0,0,0,0,0.028530455,0.068382519,0,0,0,0,0,0,0,0.003622915,10,No,0,0.605857046,0.003170051,0.010944222,0,0,Inulin Mono,0.4041,0,0,4,0,1,13248,COMM10<equal,2.0205
351,0,0,0,0,0.014246104,0,0,0,0.0033464,0,0,0,0,0,0,0,0.003728846,10,No,0,0.004780572,0.632469643,0.341428435,0,0,No carb,0.1097,0,0,4,0,1,10480,COMM10<BP,0.5485
352,0.208596215,0,0.000985804,0,0.00223449,0,0,0.122962671,0.021687697,0,0.010383807,0,0,0,0,0,0,10,No,0,0.368099369,0.245793901,0.018270242,0,0,Inulin,0.3392,0,0,4,0,2,15234,COMM10<BH,1.696
353,0.340816463,0,0,0,0.002872987,0,0,0.051179261,0.065811452,0,0.008485334,0,0,0,0,0,0,10,No,0,0.313756932,0.19970602,0.017371551,0,0,Inulin,0.4193,0,0,4,0,2,15020,COMM10<BP,2.0965
354,0.350593312,0,0.001155802,0,0.002157497,0,0,0.08691632,0.074587764,0,0.007243027,0,0,0,0,0,0,10,No,0,0.296424719,0.171366929,0.008398829,0,0,Inulin,0.3916,0,0,4,0,2,13002,COMM10<equal,1.958
355,0,0,0.002602776,0,0.003537106,0,0,0,0.003603844,0,0,0,0,0,0,0,0.001134544,10,No,0,0,0.960758142,0.025760812,0,0,No carb,0.0661,0,0,4,0,2,14958,COMM10<BH,0.3305
356,0.347311589,0,0.008505288,0,0,0,0,0.02351897,0.160565047,0,0,0,0,0,0,0,0.001183344,10,No,0,0.444123955,0.005251091,0.001035426,0,0,Inulin Mono,0.4755,0,0,4,0,2,13432,COMM10<BH,2.3775
357,0.315276972,0,0,0,0,0,0,0.010898304,0.113884052,0,0,0,0,0,0,0,0.00451409,10,No,0,0.549106855,0.003159863,0.003159863,0,0,Inulin Mono,0.442,0,0,4,0,2,15568,COMM10<BP,2.21
358,0.266645093,0,0.002346089,0,0,0,0,0.110508859,0.117708923,0,0,0,0,0,0,0,0,10,No,0,0.485883019,0.004206779,0.010355149,0,0,Inulin Mono,0.3999,0,0,4,0,2,12365,COMM10<equal,1.9995
359,0,0,0,0,0.008938822,0,0,0.005986551,0.001804166,0,0,0,0,0,0,0,0.002706249,10,No,0,0.004756438,0.665081187,0.310726587,0,0,No carb,0.1095,0,0,4,0,2,12223,COMM10<BP,0.5475
360,0.152636387,0,0.001174628,0,0.001305142,0,0,0.032302271,0.025972331,0,0.01174628,0,0,0,0,0,0,10,No,0,0.449947794,0.289676325,0.034064213,0,0,Inulin,0.3736,0,0,4,0,0,15344,COMM10<CS,1.868
361,0.340108581,0,0,0,0.004766949,0,0,0.018869174,0.074351165,0,0.014565678,0,0,0,0,0,0.001655191,10,No,0,0.311771716,0.205442267,0.02846928,0,0,Inulin,1.3177,0,0,4,0,0,15141,COMM10<EL,6.5885
362,0.004175614,0,0.49451205,0,0,0,0,0,0.001312336,0,0,0,0,0,0,0,0,10,Yes,0,0.002624672,0.002863278,0,0,0,Inulin,0.0482,0,0,4,0,0,4248,blank,0.241
363,0.03300884,0,0,0,0.00934318,0,0,0,0.020532617,0,0,0,0,0,0,0,0.00318899,10,No,0,0.008895603,0.637014658,0.288016113,0,0,No carb,0.0686,0,0,4,0,0,17889,COMM10<CS,0.343
364,0.147093143,0,0,0,0,0,0,0.007207084,0.119568948,0,0,0,0,0,0,0,0.02972064,10,No,0,0.682956963,0.007344361,0.006108861,0,0,Inulin Mono,0.3552,0,0,4,0,0,14600,COMM10<CS,1.776
365,0.217750258,0,0.003669304,0,0,0,0,0.010090586,0.070978099,0,0,0,0,0,0,0,0.001146657,10,No,0,0.684325192,0.004070634,0.004299966,0,0,Inulin Mono,0.2661,0,0,4,0,0,17435,COMM10<EL,1.3305
366,0.958964473,0,0,0,0,0,0,0.001927844,0.039107684,0,0,0,0,0,0,0,0,10,No,0,0,0,0,0,0,Inulin Mono,0.4278,0,0,4,0,0,10910,blank,2.139
367,0,0,0,0,0.012811342,0,0,0,0.002731352,0,0,0,0,0,0,0,0.006438187,10,No,0,0,0.906743838,0.07003967,0,0,No carb,0.0751,0,0.001235612,4,0,0,15394,COMM10<EL,0.3755
368,0.237659307,0,0,0,0.00245318,0,0,0.029198827,0.02369413,0,0.004427691,0,0,0,0,0,0.000777838,10,No,0,0.452162987,0.200382935,0.049243104,0,0,Inulin,0.3733,0,0,4,0,1,16738,COMM10<CS,1.8665
369,0.142001387,0,0,0,0.014502806,0,0,0.017781701,0.089160729,0,0.015196418,0,0,0,0,0,0.001324169,10,No,0,0.484015386,0.178132291,0.057885113,0,0,Inulin,0.5719,0,0,4,0,1,15896,COMM10<EL,2.8595
370,0.001374507,0,0.483643361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Yes,0,0,0,0.03133877,0,0,Inulin,0.0557,0,0,4,0,1,5658,blank,0.2785
371,0,0,0,0,0.004448681,0,0,0,0.006302298,0,0,0,0,0,0,0,0.003919076,10,No,0,0.006196378,0.741182078,0.237951488,0,0,No carb,0.0683,0,0,4,0,1,18893,COMM10<CS,0.3415
372,0.48510479,0,0,0,0,0,0,0.037200599,0.121407186,0,0,0,0,0,0,0,0.001497006,10,No,0,0.337949102,0.00755988,0.009281437,0,0,Inulin Mono,0.3591,0,0,4,0,1,13392,COMM10<CS,1.7955
373,0.070307711,0,0,0,0,0,0,0.007784725,0.066323403,0,0,0,0,0,0,0,0.000735565,10,No,0,0.850496506,0.002267991,0.0020841,0,0,Inulin Mono,0.2825,0,0,4,0,1,16349,COMM10<EL,1.4125
374,0.946157042,0,0.012796012,0,0,0,0,0,0.028250935,0,0,0,0,0,0,0,0,10,Yes,0,0,0,0,0,0,Inulin Mono,0.5565,0,0,4,0,1,11891,blank,2.7825
375,0,0,0,0,0.017539828,0,0,0,0.003293505,0,0,0,0,0,0,0,0.007429534,10,No,0,0,0.841375613,0.129289216,0,0,No carb,0.0811,0,0.001072304,4,0,1,13070,COMM10<EL,0.4055
376,0.083459788,0,0,0,0.008020811,0,0,0.02774767,0.030565792,0,0.008526628,0,0,0,0,0,0,10,No,0,0.566514922,0.202688055,0.072476335,0,0,Inulin,0.3997,0,0,4,0,2,13886,COMM10<CS,1.9985
377,0.081172319,0,0,0,0.042043885,0,0,0.008823078,0.074344023,0,0.005600737,0,0,0,0,0,0,10,No,0,0.662728249,0.044115391,0.081172319,0,0,Inulin,1.005,0,0,4,0,2,13059,COMM10<EL,5.025
378,0.991941261,0,0,0,0,0,0,0.001701289,0,0,0,0,0,0,0,0,0,10,No,0,0.003313037,0.003044413,0,0,0,Inulin,0.1661,0,0,4,0,2,11182,blank,0.8305
379,0,0,0,0,0.003463361,0,0,0,0.004921619,0,0,0,0,0,0,0,0.005346944,10,No,0,0.011119213,0.825252157,0.149896707,0,0,No carb,0.0612,0,0,4,0,2,16476,COMM10<CS,0.306
380,0.468047487,0,0.005556959,0,0,0,0,0.012882041,0.03595184,0,0,0,0,0,0,0,0.002273301,10,No,0,0.437905195,0.028374169,0.00345205,0,0,Inulin Mono,0.5684,0,0,4,0,2,11835,COMM10<CS,2.842
381,0.330577913,0,0,0,0,0,0,0.098905083,0.055325937,0,0,0,0,0,0,0,0,10,No,0,0.27481691,0.210209557,0.0301646,0,0,Inulin Mono,0.3528,0,0,4,0,2,13812,COMM10<EL,1.764
382,0,0,0,0,0.105684139,0,0.081007488,0.003318584,0.070285909,0.086283186,0.019571137,0,0,0,0,0.035057862,0,10,No,0,0,0.16082369,0.00714772,0.124404357,0.131041525,Inulin Mono,0.0437,0.148144997,0,4,0,2,11794,blank,0.2185
383,0,0,0,0,0.019900895,0,0,0,0.005594629,0,0,0,0,0,0,0,0.010070332,10,No,0,0,0.813139386,0.149456522,0,0,No carb,0.0801,0,0.001838235,4,0,2,12542,COMM10<EL,0.4005
384,0,0,0,0,0.002708651,0,0,0,0.042491959,0,0.023362113,0,0,0,0,0,0.170137125,10,No,0,0.006263755,0.495175216,0.05298798,0,0,Laminarin,0.1356,0,0.206873201,1,0,0,5952,COMM10<PJ,0.678
385,0,0,0,0,0.004877328,0,0,0,0.060005912,0,0.039462016,0,0,0,0,0,0.130505469,10,No,0,0.012119421,0.504581732,0.130948862,0,0,Laminarin,0.1398,0,0.117499261,1,0,0,6805,COMM10<BV,0.699
386,0,0,0,0,0.004475703,0,0,0,0.086317136,0,0.052429668,0,0,0,0,0,0.172762148,10,No,0,0.018286445,0.535038363,0.055882353,0,0,Laminarin,0.1491,0,0.074808184,1,0,0,7892,COMM10<AC,0.7455
387,0,0,0,0,0.003394256,0,0,0,0.026631854,0,0.013577023,0,0,0,0,0,0.076501305,10,No,0,0.010704961,0.806527415,0.056657963,0,0,No carb,0.1182,0,0.006005222,1,0,0,3853,COMM10<AC,0.591
388,0.5125,0,0,0,0,0,0,0.001859504,0.168285124,0,0.010743802,0,0,0,0,0,0.047210744,10,No,0,0.010640496,0.030268595,0.095247934,0,0,Laminarin Mono,0.3586,0,0.123243802,1,0,0,9740,COMM10<PJ,1.793
389,0.43627548,0,0,0,0.001088462,0,0,0.00267168,0.086879082,0,0.346427865,0,0,0,0,0,0.022560855,10,No,0,0.02562834,0.064911934,0.009499307,0,0,Laminarin Mono,0.3461,0,0.004056996,1,0,0,10193,COMM10<BV,1.7305
